"id","last_name","first_name","email","parliament_phone","parliament_fax","office_address","office_suburb","office_state","office_postcode","office_fax","office_phone","party_id","electorate_id","created_at","updated_at","mailing_address","mailing_suburb","mailing_state","mailing_postcode"
"11683","Cook","Nat","fisher@parliament.sa.gov.au",,,"1/111 Lipson Street","Port Adelaide","SA","5015","08 8270 1874","08 8270 5122","21","364","2018-02-16 10:24:46","2018-02-16 10:24:46",,,,
"11685","Hildyard","Katrine","reynell@parliament.sa.gov.au",,,"198 Main South Road","Morphett Vale","SA","5162","08 8384 3470","08 8382 0409","21","401","2018-02-16 10:24:46","2018-02-16 10:24:46",,,,
"11687","Treloar","Peter","flinders.portlincoln@parliament.sa.gov.au",,,"Shop 16, Civic Centre, Tasman Terrace","Port Lincoln","SA","5606","08 8642 6402","0886830722","25","384","2018-02-16 10:24:46","2018-02-16 10:24:46",,,,
"11689","Van Holst Pellekaan","Dan","stuart.portaugusta@parliament.sa.gov.au",,,"Shop 2, 5 Young Street","Port Augusta","SA","5700","08 8566 2077","08 8566 2099","25","376","2018-02-16 10:24:46","2018-02-16 10:24:46",,,,
"11691","Knoll","Stephan","schubert@parliament.sa.gov.au",,,"129A Murray Street","Tanunda","SA","5352","08 8563 0190","08 8563 3636","25","377","2018-02-16 10:24:46","2018-02-16 10:24:46",,,,
"11693","Vlahos","Leesa","taylor@parliament.sa.gov.au",,,"Paralowie Shopping Centre, Units 1 & 2, 9 Liberator Drive","Paralowie","SA","5108","08 8280 5526","08 8280 5144","21","380","2018-02-16 10:24:46","2018-02-16 10:24:46",,,,
"11695","Weatherill","Jay","cheltenham@parliament.sa.gov.au",,,"Unit 4, 95 Findon Road","Woodville South","SA","5011","08 8244 6732","08 8243 0062","21","369","2018-02-16 10:24:46","2018-02-16 10:24:46",,,,
"11697","Whetstone","Tim","chaffey@parliament.sa.gov.au",,,"13 Kay Avenue","Berri","SA","5343","08 8582 4231","08 8582 4230","25","368","2018-02-16 10:24:46","2018-02-16 10:24:46",,,,
"11699","Williams","Mitch","mackillop@parliament.sa.gov.au",,,"30 Ormerod Street","Naracoorte","SA","5271","08 8762 1121","08 8762 1211","25","389","2018-02-16 10:24:46","2018-02-16 10:24:46",,,,
"11701","Mullighan","Stephen","lee@parliament.sa.gov.au",,,"62 Semaphore Road","Semaphore","SA","5019",,"08 8449 4288","21","396","2018-02-16 10:24:46","2018-02-16 10:24:46",,,,
"11703","Aitchison","Jenny","maitland@parliament.nsw.gov.au",,,"34 Church Street","MAITLAND","NSW","2320","(02) 4933 4782","(02) 4933 1617","9","188","2018-02-16 10:24:46","2018-02-16 10:24:46",,,,
"11705","Anderson","Kevin","tamworth@parliament.nsw.gov.au",,,"Ground Floor, 13 Fitzroy Street","TAMWORTH","NSW","2340","(02) 6766 6765","(02) 6766 1422","26","222","2018-02-16 10:24:46","2018-02-16 10:24:46",,,,
"11707","Aplin","Greg","albury@parliament.nsw.gov.au",,,"612 Dean Street","ALBURY","NSW","2640","(02) 6021 8884","(02) 6021 3042","10","204","2018-02-16 10:24:46","2018-02-16 10:24:46",,,,
"11709","Atalla","Edmond","mountdruitt@parliament.nsw.gov.au",,,"Office Suite 201, Westfield Shoppingtown, Carlisle Avenue","MOUNT DRUITT","NSW","2770","(02) 9625 9965","(02) 9625 6770","9","227","2018-02-16 10:24:46","2018-02-16 10:24:46",,,,
"11711","Ayres","Stuart","penrith@parliament.nsw.gov.au","(02) 8574 6500","(02) 9339 5522","Shop 23 Ground Floor, Penrith Centre, 510-534 High Street","PENRITH","NSW","2750","(02) 4731 4782","(02) 4722 8660","10","263","2018-02-16 10:24:46","2018-02-16 10:24:46",,,,
"11713","Bali","Stephen","blacktown@parliament.nsw.gov.au",,,"Shop 3063, Westpoint Shopping Centre, Flushcombe Road","BLACKTOWN","NSW","2148","(02) 9671 5266","(02) 9671 5222","9","226","2018-02-16 10:24:46","2018-02-16 10:24:46",,,,
"11715","Barilaro","John","monaro@parliament.nsw.gov.au","(02) 8574 5150","(02) 9339 5558","213 Crawford Street","QUEANBEYAN","NSW","2620","(02) 6297 9998","(02) 6299 4899","26","191","2018-02-16 10:24:46","2018-02-16 10:24:46",,,,
"11717","Barr","Clayton","cessnock@parliament.nsw.gov.au",,,"118 Vincent Street","CESSNOCK","NSW","2325","(02) 4991 1103","(02) 4991 1466","9","185","2018-02-16 10:24:46","2018-02-16 10:24:46",,,,
"11719","Berejiklian","Gladys","willoughby@parliament.nsw.gov.au","(02) 8574 5000","(02) 9339 5500","280 Willoughby Road","NAREMBURN","NSW","2065","(02) 9439 9299","(02) 9439 4199","10","230","2018-02-16 10:24:46","2018-02-16 10:24:46",,,,
"11721","Bromhead","Stephen","myalllakes@parliament.nsw.gov.au",,,"Suite F4/F5, Level 1, 1-9 Manning Street","TUNCURRY","NSW","2428","(02) 6555 4780","(02) 6555 4099","26","214","2018-02-16 10:24:46","2018-02-16 10:24:46",,,,
"11723","Brookes","Glenn","easthills@parliament.nsw.gov.au",,,"20 Revesby Place","REVESBY","NSW","2212","(02) 9792 1718","(02) 9772 2774","29","245","2018-02-16 10:24:46","2018-02-16 10:24:46",,,,
"11725","Car","Prue","londonderry@parliament.nsw.gov.au",,,"154 Queen Street","ST MARYS","NSW","2760","(02) 9623 1185","(02) 9833 1122","9","196","2018-02-16 10:24:46","2018-02-16 10:24:46",,,,
"11727","Catley","Yasmin","swansea@parliament.nsw.gov.au",,,"Shop 1, 204-206 Pacific Highway","SWANSEA","NSW","2281","(02) 4972 1494","(02) 4972 1133","9","257","2018-02-16 10:24:46","2018-02-16 10:24:46",,,,
"11729","Chanthivong","Anoulack","macquariefields@parliament.nsw.gov.au",,,"Shop 3 Ground Floor, 2-6 Oxford Street","INGLEBURN","NSW","2565","(02) 9618 2088","(02) 9618 2077","9","237","2018-02-16 10:24:46","2018-02-16 10:24:46",,,,
"11731","Conolly","Kevin","riverstone@parliament.nsw.gov.au",,,"Shop 20 Stanhope Village, 2 Sentry Drive","STANHOPE GARDENS","NSW","2768","(02) 8883 3355","(02) 8883 3499","10","190","2018-02-16 10:24:46","2018-02-16 10:24:46",,,,
"11733","Constance","Andrew","bega@parliament.nsw.gov.au","(02) 8574 5807","(02) 9339 5512","122 Carp Street","BEGA","NSW","2550","(02) 6492 3578","(02) 6492 2056","10","198","2018-02-16 10:24:46","2018-02-16 10:24:46",,,,
"11735","Cooke","Steph","cootamundra@parliament.nsw.gov.au","(02) 6924 2533","(02) 6924 1537","140 Boorowa Street","YOUNG","NSW","2594","(02) 6382 3144","(02) 6382 2399","26","987","2018-02-16 10:24:46","2018-02-16 10:24:46",,,,
"11737","Cotsis","Sophie","canterbury@parliament.nsw.gov.au",,,"Suites 201 & 202 Level 2, 308-312 Beamish Street","CAMPSIE","NSW","2194","(02) 9787 1999","(02) 9718 1234","9","232","2018-02-16 10:24:46","2018-02-16 10:24:46",,,,
"11739","Coure","Mark","oatley@parliament.nsw.gov.au",,,"24 Pitt Street","MORTDALE","NSW","2223","(02) 9580 9103","(02) 9580 9349","10","260","2018-02-16 10:24:46","2018-02-16 10:24:46",,,,
"11741","Crakanthorp","Tim","newcastle@parliament.nsw.gov.au",,,"Ground Floor, 414 Hunter Street","NEWCASTLE","NSW","2300","(02) 4926 2134","(02) 4926 1126","9","193","2018-02-16 10:24:46","2018-02-16 10:24:46",,,,
"11743","Crouch","Adam","terrigal@parliament.nsw.gov.au",,,"Shop 3 Fountain Plaza, 148-158 The Entrance Road","ERINA","NSW","2250","(02) 4365 4768","(02) 4365 1906","10","238","2018-02-16 10:24:46","2018-02-16 10:24:46",,,,
"11745","Daley","Michael","maroubra@parliament.nsw.gov.au",,,"Level 5, 806 Anzac Parade","MAROUBRA","NSW","2035","(02) 9349 4594","(02) 9349 6440","9","244","2018-02-16 10:24:46","2018-02-16 10:24:46",,,,
"11747","Davies","Tanya","mulgoa@parliament.nsw.gov.au","(02) 8574 5350","(02) 9339 5576","Shop 43, St Clair Shopping Centre, 155 Bennett Road","ST CLAIR","NSW","2759","(02) 9834 6291","(02) 9834 2966","10","239","2018-02-16 10:24:46","2018-02-16 10:24:46",,,,
"11749","Dib","Jihad","lakemba@parliament.nsw.gov.au",,,"Shop SP319, Roselands Shopping Centre, Roselands Drive","ROSELANDS","NSW","2196","(02) 9759 1945","(02) 9759 5000","9","254","2018-02-16 10:24:46","2018-02-16 10:24:46",,,,
"11751","Dominello","Victor","ryde@parliament.nsw.gov.au","(02) 8574 6607","(02) 9339 5526","Suite 202 Ground Floor, 5-9 Devlin Street","RYDE","NSW","2112","(02) 9877 6222","(02) 9808 3288","10","273","2018-02-16 10:24:46","2018-02-16 10:24:46",,,,
"11753","Donato","Philip","orange@parliament.nsw.gov.au",,,"123 Byng Street","ORANGE","NSW","2800","(02) 6361 3922","(02) 6362 5199","28","217","2018-02-16 10:24:46","2018-02-16 10:24:46",,,,
"11755","Doyle","Trish","bluemountains@parliament.nsw.gov.au",,,"132 Macquarie Road","SPRINGWOOD","NSW","2777","(02) 4751 1245","(02) 4751 3298","9","255","2018-02-16 10:24:46","2018-02-16 10:24:46",,,,
"11757","Elliott","David","baulkhamhills@parliament.nsw.gov.au","(02) 8574 6290","(02) 9339 5564","Suite 1, 25-33 Old Northern Road","BAULKHAM HILLS","NSW","2153","(02) 9686 3212","(02) 9686 3110","10","252","2018-02-16 10:24:46","2018-02-16 10:24:46",,,,
"11759","Evans","Lee","heathcote@parliament.nsw.gov.au",,,"Shops 1 & 2, 17 - 23 Station Street","ENGADINE","NSW","2233","(02) 9548 5639","(02) 9548 0144","10","236","2018-02-16 10:24:46","2018-02-16 10:24:46",,,,
"11761","Evans","Austin","murray@parliament.nsw.gov.au","(03) 5881 7034","(03) 5881 7839","NSW Government Offices, 104-110 Banna Avenue","GRIFFITH","NSW","2680","(02) 6962 7725","(02) 6962 6644","26","990","2018-02-16 10:24:46","2018-02-16 10:24:46",,,,
"11763","Finn","Julia","granville@parliament.nsw.gov.au",,,"160 Merrylands Road","MERRYLANDS","NSW","2160","(02) 9897 1434","(02) 9637 1656","9","272","2018-02-16 10:24:47","2018-02-16 10:24:47",,,,
"11765","Foley","Luke","auburn@parliament.nsw.gov.au","(02) 9230 2310","(02) 9230 3355","Mezzanine Level Lidcombe Centre, 92 Parramatta Road","LIDCOMBE","NSW","2141","(02) 9737 8844","(02) 9737 8822","9","235","2018-02-16 10:24:47","2018-02-16 10:24:47",,,,
"11767","Fraser","Andrew","coffsharbour@parliament.nsw.gov.au",,,"1/9 Park Avenue","COFFS HARBOUR","NSW","2450","(02) 6652 7934","(02) 6652 6500","26","228","2018-02-16 10:24:47","2018-02-16 10:24:47",,,,
"11769","George","Thomas","lismore@parliament.nsw.gov.au","(02) 9230 2059","(02) 9230 2220","55 Carrington Street","LISMORE","NSW","2480","(02) 6622 1403","(02) 6621 3624","26","189","2018-02-16 10:24:47","2018-02-16 10:24:47",,,,
"11771","Gibbons","Melanie","holsworthy@parliament.nsw.gov.au",,,"60 Walder Road","HAMMONDVILLE","NSW","2170","(02) 9825 4861","(02) 9825 3653","10","988","2018-02-16 10:24:47","2018-02-16 10:24:47",,,,
"11773","Goward","Pru","goulburn@parliament.nsw.gov.au","(02) 8574 5907","(02) 9339 5520","Shops 1 and 2, 167-173 Auburn Street","GOULBURN","NSW","2580","(02) 4822 6400","(02) 4822 6444","10","215","2018-02-16 10:24:47","2018-02-16 10:24:47",,,,
"11775","Grant","Troy","dubbo@parliament.nsw.gov.au","(02) 8574 6800","(02) 9339 5536","Shop 1, 18 Talbragar Street","DUBBO","NSW","2830","(02) 6882 3689","(02) 6882 3577","26","206","2018-02-16 10:24:47","2018-02-16 10:24:47",,,,
"11777","Greenwich","Alex","sydney@parliament.nsw.gov.au",,,"Ground Floor, 21 Oxford Street","DARLINGHURST","NSW","2010","(02) 9267 5955","(02) 9267 5999","29","267","2018-02-16 10:24:47","2018-02-16 10:24:47",,,,
"11779","Griffin","James","manly@parliament.nsw.gov.au",,,"Shop 2, 2 Wentworth Street","MANLY","NSW","2095","(02) 9976 2993","(02) 9976 2773","10","240","2018-02-16 10:24:47","2018-02-16 10:24:47",,,,
"11781","Gulaptis","Chris","clarence@parliament.nsw.gov.au",,,"11 Prince Street","GRAFTON","NSW","2460","(02) 6642 7574","(02) 6643 1244","26","209","2018-02-16 10:24:47","2018-02-16 10:24:47",,,,
"11783","Hancock","Shelley","southcoast@parliament.nsw.gov.au","(02) 9230 2201","(02) 9230 2846","1/57 Plunkett Street","NOWRA","NSW","2541","(02) 4422 1180","(02) 4421 0222","10","243","2018-02-16 10:24:47","2018-02-16 10:24:47",,,,
"11785","Harris","David","wyong@parliament.nsw.gov.au",,,"Shop 4, 142 Pacific Highway","WYONG","NSW","2259","(02) 4352 2766","(02) 4352 2711","9","259","2018-02-16 10:24:47","2018-02-16 10:24:47",,,,
"11787","Harrison","Jodie","charlestown@parliament.nsw.gov.au",,,"Unit 3, 313 Charlestown Road","CHARLESTOWN","NSW","2290","(02) 4942 1060","(02) 4942 1242","9","192","2018-02-16 10:24:47","2018-02-16 10:24:47",,,,
"11789","Haylen","Jo","summerhill@parliament.nsw.gov.au",,,"299-301 Marrickville Road","MARRICKVILLE","NSW","2204","(02) 9572 6414","(02) 9572 5900","9","994","2018-02-16 10:24:47","2018-02-16 10:24:47",,,,
"11791","Hazzard","Brad","wakehurst@parliament.nsw.gov.au","(02) 8574 6000","(02) 9339 5506","Shop 3 637-641 Pittwater Road","DEE WHY","NSW","2099","(02) 9981 5059","(02) 9981 1111","10","211","2018-02-16 10:24:47","2018-02-16 10:24:47",,,,
"11793","Henskens","Alister","kuringgai@parliament.nsw.gov.au",,,"27 Redleaf Avenue","WAHROONGA","NSW","2076","(02) 9487 8550","(02) 9487 8588","10","274","2018-02-16 10:24:47","2018-02-16 10:24:47",,,,
"11795","Hoenig","Ron","heffron@parliament.nsw.gov.au",,,"Shop 117, 747 Botany Road","ROSEBERY","NSW","2018","(02) 9699 8222","(02) 9699 8166","9","207","2018-02-16 10:24:47","2018-02-16 10:24:47",,,,
"11797","Hornery","Sonia","wallsend@parliament.nsw.gov.au",,,"Suite 3 30 Dan Rees Street","WALLSEND","NSW","2287","(02) 4950 0977","(02) 4950 0955","9","224","2018-02-16 10:24:47","2018-02-16 10:24:47",,,,
"11799","Humphries","Kevin","barwon@parliament.nsw.gov.au","(02) 6836 3722","(02) 6836 3811","Suite 1 Ground Floor, 60 Maitland Street","NARRABRI","NSW","2390","(02) 6792 1466","(02) 6792 1422","26","201","2018-02-16 10:24:47","2018-02-16 10:24:47",,,,
"11801","Johnsen","Michael","upperhunter@parliament.nsw.gov.au",,,"20 Bridge Street","MUSWELLBROOK","NSW","2333","(02) 6543 1416","(02) 6543 1065","26","186","2018-02-16 10:24:47","2018-02-16 10:24:47",,,,
"11803","Kamper","Steve","rockdale@parliament.nsw.gov.au",,,"478 Princes Highway","ROCKDALE","NSW","2216","(02) 9567 0508","(02) 9597 1414","9","225","2018-02-16 10:24:47","2018-02-16 10:24:47",,,,
"11805","Kean","Matt","hornsby@parliament.nsw.gov.au","(02) 8574 6150","(02) 9339 5572","Suite 5 The Madison, 25-29 Hunter Street","HORNSBY","NSW","2077","(02) 9476 2965","(02) 9476 3411","10","223","2018-02-16 10:24:47","2018-02-16 10:24:47",,,,
"11807","Lalich","Nick","cabramatta@parliament.nsw.gov.au",,,"Suite 10 Level 1, 5 Arthur Street","CABRAMATTA","NSW","2166","(02) 9724 6056","(02) 9724 3381","9","266","2018-02-16 10:24:47","2018-02-16 10:24:47",,,,
"11809","Lee","Geoff","parramatta@parliament.nsw.gov.au",,,"Ground Floor, 60 Macquarie Street","PARRAMATTA","NSW","2150","(02) 9891 5618","(02) 9891 4722","10","269","2018-02-16 10:24:47","2018-02-16 10:24:47",,,,
"11811","Leong","Jenny","newtown@parliament.nsw.gov.au",,,"383 King Street","NEWTOWN","NSW","2042","(02) 9517 2200","(02) 9517 2800","11","991","2018-02-16 10:24:47","2018-02-16 10:24:47",,,,
"11813","Lynch","Paul","liverpool@parliament.nsw.gov.au",,,"100 Moore Street","LIVERPOOL","NSW","2170","(02) 9821 1807","(02) 9602 0040","9","233","2018-02-16 10:24:47","2018-02-16 10:24:47",,,,
"11815","Maguire","Daryl","waggawagga@parliament.nsw.gov.au",,,"76 Morgan Street","WAGGA WAGGA","NSW","2650","(02) 6921 4424","(02) 6921 1622","10","194","2018-02-16 10:24:47","2018-02-16 10:24:47",,,,
"11817","Marshall","Adam","northerntablelands@parliament.nsw.gov.au","(02) 8574 5450","(02) 9339 5574","Suite 1 Ground Floor, 175 Rusden Street","ARMIDALE","NSW","2350","(02) 6772 5026","(02) 6772 5552","26","187","2018-02-16 10:24:47","2018-02-16 10:24:47",,,,
"11819","McDermott","Hugh","prospect@parliament.nsw.gov.au",,,"2/679 The Horsley Drive","SMITHFIELD","NSW","2164","(02) 9756 1544","(02) 9756 4766","9","992","2018-02-16 10:24:47","2018-02-16 10:24:47",,,,
"11821","McKay","Jodi","strathfield@parliament.nsw.gov.au",,,"Shop 2, 36-38 Victoria Street","BURWOOD","NSW","2134","(02) 9747 6054","(02) 9747 1711","9","234","2018-02-16 10:24:47","2018-02-16 10:24:47",,,,
"11823","Mehan","David","TheEntrance@parliament.nsw.gov.au",,,"24 The Entrance Road","THE ENTRANCE","NSW","2261","(02) 4334 3840","(02) 4334 1012","9","251","2018-02-16 10:24:47","2018-02-16 10:24:47",,,,
"11825","Mihailuk","Tania","bankstown@parliament.nsw.gov.au",,,"Ground Floor, 9A Greenfield Parade","BANKSTOWN","NSW","2200","(02) 9708 3960","(02) 9708 3838","9","246","2018-02-16 10:24:47","2018-02-16 10:24:47",,,,
"11827","Minns","Chris","kogarah@parliament.nsw.gov.au",,,"Suite 1 Ground Floor, 22-24 Regent Street","KOGARAH","NSW","2217","(02) 9588 7138","(02) 9587 9684","9","212","2018-02-16 10:24:47","2018-02-16 10:24:47",,,,
"11829","Notley-Smith","Bruce","coogee@parliament.nsw.gov.au",,,"15/53-55B Frenchmans Road","RANDWICK","NSW","2031","(02) 9398 1044","(02) 9398 1822","10","264","2018-02-16 10:24:47","2018-02-16 10:24:47",,,,
"11831","O'Dea","Jonathan","davidson@parliament.nsw.gov.au",,,"Suite 8A, 12 Tryon Road","LINDFIELD","NSW","2070","(02) 9880 7488","(02) 9880 7400","10","200","2018-02-16 10:24:47","2018-02-16 10:24:47",,,,
"11833","Park","Ryan","keira@parliament.nsw.gov.au",,,"Shops 2 and 3, 247 Princes Highway","CORRIMAL","NSW","2518","(02) 4285 1858","(02) 4285 1588","9","241","2018-02-16 10:24:47","2018-02-16 10:24:47",,,,
"11835","Parker","Jamie","balmain@parliament.nsw.gov.au",,,"112A Glebe Point Road","GLEBE","NSW","2037","(02) 9660 6112","(02) 9660 7586","11","220","2018-02-16 10:24:47","2018-02-16 10:24:47",,,,
"11837","Patterson","Chris","camden@parliament.nsw.gov.au",,,"66 John Street","CAMDEN","NSW","2570","(02) 4655 3325","(02) 4655 3333","10","261","2018-02-16 10:24:47","2018-02-16 10:24:47",,,,
"11839","Pavey","Melinda","oxley@parliament.nsw.gov.au","(02) 8574 7300","(02) 9339 5570","37 Elbow Street","WEST KEMPSEY","NSW","2440","(02) 6563 1355","(02) 6562 6190","26","205","2018-02-16 10:24:47","2018-02-16 10:24:47",,,,
"11841","Perrottet","Dominic","hawkesbury@parliament.nsw.gov.au","(02) 8574 6900","(02) 9339 5550","Western Sydney University, Building R4, College Drive","RICHMOND","NSW","2753","(02) 4578 0322","(02) 4578 0300","10","221","2018-02-16 10:24:47","2018-02-16 10:24:47",,,,
"11843","Petinos","Eleni","miranda@parliament.nsw.gov.au",,,"577 Kingsway","MIRANDA","NSW","2228","(02) 9540 2517","(02) 9525 6378","10","265","2018-02-16 10:24:47","2018-02-16 10:24:47",,,,
"11845","Piper","Greg","lakemacquarie@parliament.nsw.gov.au",,,"92 Victory Parade","TORONTO","NSW","2283","(02) 4950 4076","(02) 4959 3200","29","210","2018-02-16 10:24:47","2018-02-16 10:24:47",,,,
"11847","Provest","Geoff","tweed@parliament.nsw.gov.au",,,"103 Minjungbal Drive","TWEED HEADS SOUTH","NSW","2486","(07) 5523 4817","(07) 5523 4816","26","247","2018-02-16 10:24:47","2018-02-16 10:24:47",,,,
"11849","Roberts","Anthony","lanecove@parliament.nsw.gov.au","(02) 8574 5600","(02) 9339 5544","Level 3 Suite 302, 230 Victoria Road","GLADESVILLE","NSW","2111","(02) 9817 5885","(02) 9817 4757","10","229","2018-02-16 10:24:47","2018-02-16 10:24:47",,,,
"11851","Rowell","Jai","wollondilly@parliament.nsw.gov.au",,,"Shop 1, 117 Remembrance Drive","TAHMOOR","NSW","2573","(02) 4683 2595","(02) 4683 2622","10","218","2018-02-16 10:24:47","2018-02-16 10:24:47",,,,
"11853","Scully","Paul","wollongong@parliament.nsw.gov.au",,,"Suite 2S Rear Ground Floor, 111 Crown Street","WOLLONGONG","NSW","2500","(02) 4226 9963","(02) 4226 5700","9","258","2018-02-16 10:24:47","2018-02-16 10:24:47",,,,
"11855","Sidoti","John","drummoyne@parliament.nsw.gov.au",,,"128 Great North Road","FIVE DOCK","NSW","2046","(02) 9713 2911","(02) 9713 2999","10","184","2018-02-16 10:24:47","2018-02-16 10:24:47",,,,
"11857","Smith","Tamara","ballina@parliament.nsw.gov.au",,,"Shop 1, 7 Moon Street","BALLINA","NSW","2478","(02) 6686 7470","(02) 6686 7522","11","216","2018-02-16 10:24:47","2018-02-16 10:24:47",,,,
"11859","Speakman","Mark","cronulla@parliament.nsw.gov.au","(02) 8574 6390","(02) 9339 5562","Suite 203, 30 Kingsway","CRONULLA","NSW","2230","(02) 9527 4180","(02) 9527 1477","10","268","2018-02-16 10:24:47","2018-02-16 10:24:47",,,,
"11861","Stokes","Rob","pittwater@parliament.nsw.gov.au","(02) 8574 6707","(02) 9339 5554","1725 Pittwater Road","MONA VALE","NSW","2103","(02) 9999 0922","(02) 9999 3599","10","199","2018-02-16 10:24:47","2018-02-16 10:24:47",,,,
"11863","Taylor","Mark","sevenhills@parliament.nsw.gov.au",,,"166 Best Road","SEVEN HILLS","NSW","2147","(02) 9831 8044","(02) 9831 8022","10","993","2018-02-16 10:24:47","2018-02-16 10:24:47",,,,
"11865","Tesch","Liesl","gosford@parliament.nsw.gov.au",,,"20 Blackwall Road","WOY WOY","NSW","2256","(02) 4341 2368","(02) 4342 4122","9","248","2018-02-16 10:24:47","2018-02-16 10:24:47",,,,
"11867","Toole","Paul","bathurst@parliament.nsw.gov.au","(02) 8574 7000","(02) 9339 5552","Suites 1 and 2, 229 Howick Street","BATHURST","NSW","2795","(02) 6332 1900","(02) 6332 1300","26","182","2018-02-16 10:24:47","2018-02-16 10:24:47",,,,
"11869","Tudehope","Damien","epping@parliament.nsw.gov.au",,,"Suite 303, Level 3 51 Rawson Street","EPPING","NSW","2121","(02) 9877 0405","(02) 9877 0266","10","253","2018-02-16 10:24:47","2018-02-16 10:24:47",,,,
"11871","Upton","Gabrielle","vaucluse@parliament.nsw.gov.au","(02) 8574 6107","(02) 9339 5546","330 New South Head Road","DOUBLE BAY","NSW","2028","(02) 9328 1132","(02) 9326 1856","10","256","2018-02-16 10:24:47","2018-02-16 10:24:47",,,,
"11873","Ward","Gareth","kiama@parliament.nsw.gov.au",,,"102 Terralong Street","KIAMA","NSW","2533","(02) 4232 3577","(02) 4232 1082","10","202","2018-02-16 10:24:47","2018-02-16 10:24:47",,,,
"11875","Warren","Greg","campbelltown@parliament.nsw.gov.au",,,"Shop 3, 72 Queen Street","CAMPBELLTOWN","NSW","2560","(02) 4626 3640","(02) 4625 3344","9","197","2018-02-16 10:24:47","2018-02-16 10:24:47",,,,
"11877","Washington","Kate","portstephens@parliament.nsw.gov.au",,,"1/82 Port Stephens Street","RAYMOND TERRACE","NSW","2324","(02) 4987 4466","(02) 4987 4455","9","219","2018-02-16 10:24:47","2018-02-16 10:24:47",,,,
"11879","Watson","Anna","shellharbour@parliament.nsw.gov.au",,,"Shop 3, 10 College Avenue Shellharbour City Centre","SHELLHARBOUR","NSW","2529","(02) 4297 3144","(02) 4297 3111","9","203","2018-02-16 10:24:47","2018-02-16 10:24:47",,,,
"11881","Williams","Leslie","portmacquarie@parliament.nsw.gov.au",,,"Suite 6, 27 Grant Street","PORT MACQUARIE","NSW","2444","(02) 6584 0978","(02) 6584 0977","26","250","2018-02-16 10:24:47","2018-02-16 10:24:47",,,,
"11883","Williams","Ray","castlehill@parliament.nsw.gov.au","(02) 8574 7050","(02) 9339 5580","Suite 202 Rouse Hill Town Centre, 10-14 Market Lane","ROUSE HILL","NSW","2155","(02) 8882 9411","(02) 8882 9555","10","271","2018-02-16 10:24:47","2018-02-16 10:24:47",,,,
"11885","Wilson","Felicity","northshore@parliament.nsw.gov.au",,,"Suite 3, 40 Yeo Street","NEUTRAL BAY","NSW","2089","(02) 9909 2654","(02) 9909 2594","10","242","2018-02-16 10:24:47","2018-02-16 10:24:47",,,,
"11887","Zangari","Guy","fairfield@parliament.nsw.gov.au",,,"55A Smart Street","FAIRFIELD","NSW","2165","(02) 9726 9783","(02) 9726 9323","9","249","2018-02-16 10:24:47","2018-02-16 10:24:47",,,,
